id,kel_1_qn,kel_1_ans,kel_2_qn,kel_2_ans,kel_3_qn,kel_3_ans,prov,female,urban,muslim,age,married,children,educ,retired,unemployed,income,javanese,santri,v_11,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_23,v_55,v_56,v_60,v_62,v_65,v_77,v_78,v_79,v_82,v_84,v_86,v_87,v_109,v_114,v_116,v_117,v_118,v_120,v_121,v_122,v_124,v_125,v_126,v_128,v_129,v_130,v_132,v_133,v_134,v_136,v_137,v_138,v_140,v_141,prio1,prio2,prio3,prio4,prio5,prio6,prio7,prio8,prio9,prio10,prio11,prio12,prio13,prio14,prio15,prio16,prio17,prio18
1801,"Pancasila/Unclear","No","Islam/Unclear","No","Islam/Bad","No","JawaTimur",1,1,1,32,1,2,7,0,0,10,1,1,"Often","Fairly Often","Routinely/Always/Very Often","Seldom","Never","Seldom","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Santri","Much worse","Worse","Some progress","A Little","None","Not Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Disagree","Incompatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1802,"Islam/Bad","No","Islam/Bad","No","Pancasila/Bad","No","JawaTimur",0,0,1,25,0,,5,0,0,6,1,1,"Rarely","Routinely/Always/Very Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Santri","Worse","Same","Some progress","A Little","Somewhat Large","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1803,"Islam/Good","Yes","Pancasila/Unclear","No","Islam/Unclear","No","JawaTimur",0,0,1,41,1,1,3,0,0,1,1,1,"Often","Routinely/Always/Very Often","Seldom","Never","Fairly Often","Never","Fairly Often","Fairly Often","Fairly Often","Santri","Worse","Worse","Don't know","None","None","Not Interested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Don't know","Agree","Agree","Agree","Don't know/Refuse to answer","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1804,"Islam/Bad","No","Islam/Good","Yes","Islam/Good","Yes","JawaTimur",1,0,1,48,1,4,3,0,0,9,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Santri","Worse","Same","No progress","Somewhat Large","Don't Know","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Agree","Agree","Incompatible","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1805,"Pancasila/Unclear","No","Pancasila/Good","Yes","Pancasila/Unclear","No","JawaTimur",1,1,1,40,1,4,3,0,0,2,1,0,"Rarely","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Worse","Some progress","Don't Know","Don't Know","Very Uninterested","Somewhat large","Yes","Refuse to answer","Somewhat satisfied","Disagree","Disagree","Don't know","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1806,"Islam/Bad","No","Pancasila/Unclear","No","Pancasila/Bad","No","JawaTimur",0,0,1,38,1,2,3,0,0,2,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","Some progress","Very Large","Don't Know","Not Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Disagree","Disagree","Compatible","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"Pancasila/Bad","No","Islam/Bad","No","Pancasila/Unclear","No","JawaTimur",1,0,1,50,1,4,1,0,0,1,0,0,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Seldom","Seldom","Seldom","Never","Routinely/Always/Very Often","Abangan","Worse","Worse","A little progress","Somewhat Large","Somewhat Large","Very Uninterested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Agree","Strongly compatible","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1808,"Islam/Unclear","No","Islam/Bad","No","Pancasila/Good","Yes","JawaTimur",0,1,1,35,1,1,7,0,0,10,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","Don't know","A Little","Somewhat Large","Very Interested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Disagree","Disagree","Incompatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1809,"Islam/Bad","No","Islam/Unclear","No","Pancasila/Bad","No","JawaTimur",1,0,1,30,1,3,2,0,0,1,0,1,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Seldom","Fairly Often","Santri","Worse","Same","Some progress","Don't Know","A Little","Not Interested","Refuse to answer","Yes","megawati sukarnoputri-hasyim muzadi","Not at all satisfied","Don't know","Disagree","Compatible","Agree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1810,"Islam/Bad","No","Pancasila/Good","Yes","Pancasila/Good","Yes","JawaTimur",0,0,1,36,1,3,1,0,0,2,0,0,"Rarely","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Worse","Some progress","Somewhat Large","None","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1811,"Islam/Bad","No","Pancasila/Good","Yes","Pancasila/Good","Yes","JawaTimur",0,1,1,68,1,5,3,1,0,8,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Santri","Worse","Don't Know","Some progress","A Little","A Little","Not Interested","Small","Yes","amien rais-siswono yudhohusodo","Not very satisfied","Agree","Agree","Strongly incompatible","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1812,"Pancasila/Unclear","No","Pancasila/Bad","Yes","Islam/Unclear","Yes","JawaTimur",0,0,1,42,1,3,1,0,0,1,1,1,"Often","Seldom","Seldom","Seldom","Seldom","Seldom","Seldom","Never","Fairly Often","Santri","Worse","Worse","A little progress","A Little","None","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Disagree","Agree","Compatible","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,"Islam/Unclear","No","Pancasila/Bad","No","Pancasila/Unclear","No","JawaTimur",1,1,1,26,1,1,5,0,0,11,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","A little progress","A Little","None","Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Agree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,"Islam/Bad","No","Pancasila/Unclear","No","Pancasila/Bad","No","JawaTimur",1,1,1,41,1,3,7,0,0,11,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","No progress","Somewhat Large","None","Not Interested","Very large","Yes","Refuse to answer","Somewhat satisfied","Disagree","Agree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"Pancasila/Bad","No","Islam/Unclear","No","Islam/Unclear","No","JawaTimur",1,1,1,28,1,1,7,0,0,9,1,0,"Always","Fairly Often","Routinely/Always/Very Often","Seldom","Never","Seldom","Never","Never","Routinely/Always/Very Often","Abangan","Worse","Better","Some progress","A Little","Somewhat Large","Very Uninterested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Strongly disagree","Strongly disagree","Incompatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,"Islam/Bad","No","Islam/Bad","No","Islam/Bad","No","JawaTimur",1,0,1,39,1,4,2,0,0,1,0,0,"Never","Fairly Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Fairly Often","Seldom","Routinely/Always/Very Often","Abangan","Much worse","Worse","Don't know","Refuse to Answer","Refuse to Answer","Very Uninterested","Refuse to answer","Yes","susilo bambang yudhoyono-m. jusuf kalla","Very satisfied","Don't know","Agree","Don't know","Don't know/Refuse to answer","Agree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1817,"Islam/Good","Yes","Pancasila/Unclear","No","Pancasila/Bad","No","JawaTimur",1,1,1,62,1,4,5,0,0,3,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","Much progress","Somewhat Large","None","Very Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1818,"Islam/Bad","No","Pancasila/Bad","No","Islam/Bad","No","JawaTimur",1,1,1,33,1,1,4,0,0,5,1,1,"Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Much Better","Better","A little progress","A Little","Somewhat Large","Not Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Disagree","Agree","Disagree","Disagree",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1819,"Islam/Unclear","Yes","Islam/Unclear","Yes","Islam/Unclear","Yes","JawaTimur",0,0,1,18,0,,5,0,0,2,0,1,"Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Seldom","Seldom","Routinely/Always/Very Often","Santri","Worse","Worse","No progress","Somewhat Large","None","Not Interested","Very large","No, because failed to fulfill requirements",,"Not at all satisfied","Agree","Agree","Incompatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Disagree","Agree","Disagree","Disagree","Disagree",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1820,"Pancasila/Bad","No","Pancasila/Unclear","No","Islam/Good","No","JawaTimur",1,1,1,51,1,2,1,0,0,2,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Never","Routinely/Always/Very Often","Santri","Better","Better","No progress","A Little","A Little","Not Interested","Very large","Yes","megawati sukarnoputri-hasyim muzadi","Not at all satisfied","Disagree","Disagree","Compatible","Agree","Don't know/Refuse to answer","Disagree","Agree","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1821,"Islam/Unclear","No","Islam/Bad","Yes","Pancasila/Bad","No","JawaTimur",1,0,1,33,1,2,3,0,0,4,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","A little progress","A Little","Don't Know","Don't know","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Don't know","Don't know","Disagree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1822,"Islam/Good","Yes","Islam/Bad","No","Islam/Bad","No","JawaTimur",0,0,1,80,1,5,1,0,0,1,0,0,"Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Never","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Priyayi","Worse","Same","Don't know","Don't Know","Don't Know","Don't know","Refuse to answer","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Don't know","Don't know","Don't know","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1823,"Pancasila/Bad","Yes","Islam/Unclear","Yes","Islam/Good","No","JawaTimur",1,0,1,54,1,2,3,0,0,4,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","Some progress","A Little","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not at all satisfied","Disagree","Disagree","Compatible","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
